State; FIPS; County; pop; landAreakm2; waterAreakm2; totalAreakm2; lat; long
ID;16071;Oneida;4,286;3,108.143;3.995;3,112.139;+42.183890°;–112.520465°
ID;16073;Owyhee;11,526;19,853.582;81.509;19,935.091;+42.593063°;–116.142655°
ID;16075;Payette;22,623;1,053.780;8.827;1,062.608;+44.002740°;–116.748655°
ID;16077;Power;7,817;3,636.974;99.513;3,736.487;+42.694126°;–112.844407°
ID;16079;Shoshone;12,765;6,810.800;14.137;6,824.937;+47.347694°;–115.885092°
ID;16081;Teton;10,170;1,164.084;2.859;1,166.944;+43.760994°;–111.211765°
ID;16083;Twin Falls;77,230;4,975.917;18.418;4,994.335;+42.352309°;–114.665639°
ID;16085;Valley;9,862;9,491.050;177.273;9,668.324;+44.771532°;–115.637875°
ID;16087;Washington;10,198;3,763.205;53.213;3,816.418;+44.448213°;–116.797830°
IL;17001;Adams;67,103;2,214.964;41.793;2,256.757;+39.986053°;–91.194961°
IL;17003;Alexander;8,238;609.966;44.268;654.234;+37.183683°;–89.349506°
IL;17005;Bond;17,768;984.919;6.426;991.345;+38.885924°;–89.436592°
IL;17007;Boone;54,165;727.060;3.381;730.441;+42.318983°;–88.824295°
IL;17009;Brown;6,937;791.518;4.139;795.658;+39.962069°;–90.750310°
IL;17011;Bureau;34,978;2,250.780;11.584;2,262.364;+41.401304°;–89.528377°
IL;17013;Calhoun;5,089;657.403;77.057;734.460;+39.164262°;–90.666295°
IL;17015;Carroll;15,387;1,152.045;55.822;1,207.867;+42.059084°;–89.926485°
IL;17017;Cass;13,642;973.365;20.582;993.947;+39.969202°;–90.245705°
IL;17019;Champaign;201,081;2,580.316;5.509;2,585.825;+40.139150°;–88.197201°
IL;17021;Christian;34,800;1,837.279;16.221;1,853.500;+39.545524°;–89.279593°
IL;17023;Clark;16,335;1,298.666;8.807;1,307.473;+39.332364°;–87.791687°
IL;17025;Clay;13,815;1,212.932;3.305;1,216.237;+38.747312°;–88.483789°
IL;17027;Clinton;37,762;1,227.874;75.592;1,303.467;+38.606423°;–89.423136°
IL;17029;Coles;53,873;1,316.466;4.625;1,321.091;+39.513680°;–88.220782°
IL;17031;Cook;5,194,675;2,448.384;1,785.882;4,234.266;+41.894294°;–87.645455°
IL;17033;Crawford;19,817;1,148.994;5.670;1,154.665;+39.003730°;–87.757172°
IL;17035;Cumberland;11,048;896.199;2.536;898.734;+39.273121°;–88.240619°
IL;17037;DeKalb;105,160;1,635.077;8.684;1,643.762;+41.894613°;–88.768991°
IL;17039;De Witt;16,561;1,029.555;19.609;1,049.163;+40.181499°;–88.901853°
IL;17041;Douglas;19,980;1,079.156;1.449;1,080.605;+39.766078°;–88.222866°
IL;17043;DuPage;916,924;848.218;23.083;871.302;+41.852058°;–88.086038°
IL;17045;Edgar;18,576;1,614.532;1.611;1,616.143;+39.679037°;–87.747110°
IL;17047;Edwards;6,721;576.054;0.789;576.843;+38.417095°;–88.047941°
IL;17049;Effingham;34,242;1,240.028;3.183;1,243.211;+39.047694°;–88.592786°
IL;17051;Fayette;22,140;1,855.680;22.950;1,878.630;+39.001125°;–89.017923°
IL;17053;Ford;14,081;1,257.739;1.622;1,259.360;+40.594423°;–88.224746°
IL;17055;Franklin;39,561;1,059.018;58.417;1,117.435;+37.991848°;–88.926246°
IL;17057;Fulton;37,069;2,241.880;43.974;2,285.855;+40.465688°;–90.206793°
IL;17059;Gallatin;5,589;836.750;13.239;849.989;+37.768677°;–88.227964°
IL;17061;Greene;13,886;1,406.414;8.425;1,414.839;+39.355444°;–90.387757°
IL;17063;Grundy;50,063;1,082.726;32.127;1,114.853;+41.292410°;–88.401055°
IL;17065;Hamilton;8,457;1,125.777;3.175;1,128.952;+38.085226°;–88.539005°
IL;17067;Hancock;19,104;2,055.741;53.536;2,109.276;+40.405792°;–91.167988°
IL;17069;Hardin;4,320;459.794;10.491;470.286;+37.517852°;–88.266148°
IL;17071;Henderson;7,331;981.274;42.341;1,023.614;+40.815141°;–90.938480°
IL;17073;Henry;50,486;2,131.522;6.884;2,138.406;+41.350021°;–90.130838°
IL;17075;Iroquois;29,718;2,893.836;4.172;2,898.008;+40.748867°;–87.833601°
IL;17077;Jackson;60,218;1,512.764;47.392;1,560.155;+37.786096°;–89.381212°
IL;17079;Jasper;9,698;1,280.774;9.349;1,290.123;+39.004874°;–88.150763°
IL;17081;Jefferson;38,827;1,479.320;32.674;1,511.994;+38.300780°;–88.924210°
IL;17083;Jersey;22,985;956.408;20.349;976.757;+39.080192°;–90.361365°
IL;17085;Jo Daviess;22,678;1,556.809;45.690;1,602.499;+42.362391°;–90.211471°
IL;17087;Johnson;12,582;890.736;12.817;903.552;+37.460815°;–88.882962°
IL;17089;Kane;515,269;1,346.943;10.731;1,357.674;+41.939594°;–88.428040°
IL;17091;Kankakee;113,449;1,752.271;12.452;1,764.723;+41.139494°;–87.861125°
IL;17093;Kendall;114,736;829.665;5.141;834.805;+41.588140°;–88.430626°
IL;17095;Knox;52,919;1,855.454;8.849;1,864.303;+40.930941°;–90.213761°
IL;17097;Lake;703,462;1,149.100;2,395.244;3,544.344;+42.326444°;–87.436118°
IL;17099;La Salle;113,924;2,939.958;33.701;2,973.658;+41.343341°;–88.885931°
IL;17101;Lawrence;16,833;963.937;5.078;969.015;+38.718954°;–87.730221°
IL;17103;Lee;36,031;1,877.473;10.506;1,887.979;+41.747442°;–89.299351°
IL;17105;Livingston;38,950;2,704.687;4.253;2,708.939;+40.894376°;–88.552852°
IL;17107;Logan;30,305;1,600.765;2.247;1,603.012;+40.129070°;–89.365308°
IL;17109;McDonough;32,612;1,526.558;2.013;1,528.571;+40.455789°;–90.677579°
IL;17111;McHenry;308,760;1,562.206;19.792;1,581.998;+42.324298°;–88.452245°
IL;17113;McLean;169,572;3,064.934;7.491;3,072.424;+40.494559°;–88.844539°
IL;17115;Macon;110,768;1,503.977;13.406;1,517.383;+39.860237°;–88.961529°
IL;17117;Macoupin;47,765;2,234.917;12.287;2,247.205;+39.265900°;–89.926344°
IL;17119;Madison;269,282;1,853.348;64.697;1,918.045;+38.827082°;–89.900195°
IL;17121;Marion;39,437;1,482.414;9.513;1,491.926;+38.648396°;–88.920221°
IL;17123;Marshall;12,640;1,001.779;30.368;1,032.147;+41.031119°;–89.342371°
IL;17125;Mason;14,666;1,396.619;62.745;1,459.364;+40.236993°;–89.913575°
IL;17127;Massac;15,429;614.391;11.905;626.295;+37.216119°;–88.705658°
IL;17129;Menard;12,705;814.388;2.642;817.030;+40.022569°;–89.794133°
IL;17131;Mercer;16,434;1,453.507;19.403;1,472.910;+41.204791°;–90.741433°
IL;17133;Monroe;32,957;997.173;33.734;1,030.908;+38.277983°;–90.179078°
IL;17135;Montgomery;30,104;1,822.540;15.513;1,838.053;+39.228092°;–89.478007°
IL;17137;Morgan;35,547;1,473.161;9.079;1,482.241;+39.716806°;–90.202277°
IL;17139;Moultrie;14,846;870.089;22.102;892.191;+39.636896°;–88.625726°
IL;17141;Ogle;53,497;1,964.698;11.425;1,976.123;+42.041884°;–89.320176°
IL;17143;Peoria;186,494;1,603.745;29.499;1,633.244;+40.785999°;–89.767358°
IL;17145;Perry;22,350;1,144.155;13.447;1,157.602;+38.084385°;–89.368487°
IL;17147;Piatt;16,729;1,137.529;0.673;1,138.202;+40.009056°;–88.592328°
IL;17149;Pike;16,430;2,153.268;45.333;2,198.602;+39.625106°;–90.889034°
IL;17151;Pope;4,470;955.110;14.329;969.439;+37.417169°;–88.542374°
IL;17153;Pulaski;6,161;515.886;10.475;526.361;+37.215615°;–89.127755°
IL;17155;Putnam;6,006;414.814;31.243;446.057;+41.198940°;–89.298386°
IL;17157;Randolph;33,476;1,490.538;56.216;1,546.753;+38.056515°;–89.821210°
IL;17159;Richland;16,233;932.371;4.937;937.308;+38.711550°;–88.085698°
IL;17161;Rock Island;147,546;1,107.573;61.257;1,168.831;+41.468404°;–90.572203°
IL;17163;St. Clair;270,056;1,703.589;42.150;1,745.738;+38.470198°;–89.928546°
IL;17165;Saline;24,913;983.726;18.029;1,001.755;+37.751653°;–88.545031°
IL;17167;Sangamon;197,465;2,248.893;22.577;2,271.470;+39.756378°;–89.662311°
IL;17169;Schuyler;7,544;1,132.531;10.512;1,143.043;+40.156905°;–90.613464°
IL;17171;Scott;5,355;649.861;4.813;654.674;+39.636980°;–90.477759°
IL;17173;Shelby;22,363;1,964.565;24.726;1,989.291;+39.384926°;–88.798862°
IL;17175;Stark;5,994;746.122;0.709;746.830;+41.096908°;–89.797411°
IL;17177;Stephenson;47,711;1,462.108;1.386;1,463.494;+42.349726°;–89.665994°
IL;17179;Tazewell;135,394;1,680.835;23.211;1,704.047;+40.508074°;–89.516260°
IL;17181;Union;17,808;1,070.854;22.504;1,093.358;+37.475104°;–89.252875°
IL;17183;Vermilion;81,625;2,326.764;7.534;2,334.298;+40.186740°;–87.726772°
IL;17185;Wabash;11,947;578.219;11.018;589.237;+38.445821°;–87.839167°
IL;17187;Warren;17,707;1,404.824;1.674;1,406.498;+40.850441°;–90.620223°
IL;17189;Washington;14,716;1,457.055;3.455;1,460.510;+38.353141°;–89.417187°
IL;17191;Wayne;16,760;1,848.770;4.331;1,853.101;+38.431948°;–88.432129°
IL;17193;White;14,665;1,281.439;18.375;1,299.814;+38.087372°;–88.178585°
IL;17195;Whiteside;58,498;1,772.199;31.796;1,803.995;+41.750571°;–89.910957°
IL;17197;Will;677,560;2,167.581;31.904;2,199.485;+41.448474°;–87.978456°
IL;17199;Williamson;66,357;1,088.181;62.684;1,150.866;+37.730353°;–88.930018°
IL;17201;Winnebago;295,266;1,329.602;15.250;1,344.852;+42.337396°;–89.161205°
IL;17203;Woodford;38,664;1,366.994;38.442;1,405.436;+40.789596°;–89.210301°
IN;18001;Adams;34,387;878.079;2.430;880.510;+40.745733°;–84.936131°
IN;18003;Allen;355,329;1,702.420;7.029;1,709.449;+41.091855°;–85.072230°
IN;18005;Bartholomew;76,794;1,053.886;6.778;1,060.665;+39.205843°;–85.897999°
IN;18007;Benton;8,854;1,052.616;0.236;1,052.853;+40.608253°;–87.315479°
IN;18009;Blackford;12,766;427.555;1.304;428.858;+40.472672°;–85.323730°
IN;18011;Boone;56,640;1,095.339;0.878;1,096.217;+40.050892°;–86.469014°
IN;18013;Brown;15,242;808.027;12.043;820.070;+39.192585°;–86.239410°
IN;18015;Carroll;20,155;964.056;7.238;971.294;+40.584980°;–86.565141°
IN;18017;Cass;38,966;1,067.476;6.974;1,074.450;+40.753799°;–86.355169°
IN;18019;Clark;110,232;965.691;9.313;975.004;+38.476217°;–85.711122°
IN;18021;Clay;26,890;926.029;7.199;933.228;+39.393951°;–87.115837°
IN;18023;Clinton;33,224;1,049.126;0.461;1,049.588;+40.305944°;–86.477567°
IN;18025;Crawford;10,713;791.611;7.966;799.577;+38.289433°;–86.440871°
IN;18027;Daviess;31,648;1,112.366;19.133;1,131.499;+38.696155°;–87.076988°
IN;18029;Dearborn;50,047;790.033;6.169;796.202;+39.151491°;–84.973460°
IN;18031;Decatur;25,740;964.946;1.955;966.902;+39.305980°;–85.499831°
IN;18033;DeKalb;42,223;939.711;2.657;942.368;+41.401189°;–85.000185°
IN;18035;Delaware;117,671;1,015.596;9.804;1,025.400;+40.227165°;–85.398856°
IN;18037;Dubois;41,889;1,106.622;20.887;1,127.509;+38.373344°;–86.873385°
IN;18039;Elkhart;197,559;1,199.606;12.432;1,212.038;+41.600693°;–85.863986°
IN;18041;Fayette;24,277;556.884;0.384;557.268;+39.639655°;–85.185032°
IN;18043;Floyd;74,578;383.149;2.649;385.798;+38.317937°;–85.911474°
IN;18045;Fountain;17,240;1,024.744;5.760;1,030.503;+40.121282°;–87.234806°
IN;18047;Franklin;23,087;995.669;17.146;1,012.814;+39.409762°;–85.066964°
IN;18049;Fulton;20,836;954.121;7.451;961.573;+41.050384°;–86.265006°
IN;18051;Gibson;33,503;1,262.582;30.248;1,292.830;+38.317413°;–87.580566°
IN;18053;Grant;70,061;1,072.447;2.133;1,074.580;+40.515758°;–85.654946°
IN;18055;Greene;33,165;1,405.055;8.865;1,413.920;+39.048600°;–87.005245°
IN;18057;Hamilton;274,569;1,021.148;21.159;1,042.307;+40.049870°;–86.020586°
IN;18059;Hancock;70,002;792.578;2.614;795.191;+39.822604°;–85.772904°
IN;18061;Harrison;39,364;1,254.889;5.193;1,260.083;+38.186440°;–86.103681°
IN;18063;Hendricks;145,448;1,053.895;4.834;1,058.729;+39.768749°;–86.510287°
IN;18065;Henry;49,462;1,014.955;7.655;1,022.610;+39.929576°;–85.397338°
IN;18067;Howard;82,752;759.013;2.240;761.253;+40.483537°;–86.114118°
IN;18069;Huntington;37,124;991.061;13.135;1,004.196;+40.826394°;–85.478598°
IN;18071;Jackson;42,376;1,319.113;11.917;1,331.030;+38.911957°;–86.042516°
IN;18073;Jasper;33,478;1,449.421;4.561;1,453.982;+41.017688°;–87.118814°
IN;18075;Jay;21,253;994.310;0.459;994.769;+40.434972°;–85.003380°
IN;18077;Jefferson;32,428;934.029;5.848;939.877;+38.783604°;–85.440090°
IN;18079;Jennings;28,525;975.346;4.564;979.910;+38.996234°;–85.628111°
IN;18081;Johnson;139,654;829.903;3.529;833.432;+39.495986°;–86.094600°
IN;18083;Knox;38,440;1,336.514;20.755;1,357.269;+38.688663°;–87.420182°
IN;18085;Kosciusko;77,358;1,376.270;59.601;1,435.871;+41.244293°;–85.861575°
IN;18087;LaGrange;37,128;983.222;18.333;1,001.555;+41.642468°;–85.426302°
IN;18089;Lake;496,005;1,292.304;330.480;1,622.784;+41.472239°;–87.374337°
IN;18091;LaPorte;111,467;1,549.588;38.747;1,588.335;+41.549011°;–86.744729°
IN;18093;Lawrence;46,134;1,163.340;7.151;1,170.491;+38.839815°;–86.487820°
IN;18095;Madison;131,636;1,170.455;2.562;1,173.017;+40.166203°;–85.722454°
IN;18097;Marion;903,393;1,026.408;17.378;1,043.786;+39.782976°;–86.135794°
IN;18099;Marshall;47,051;1,148.993;15.836;1,164.829;+41.325003°;–86.269036°
IN;18101;Martin;10,334;869.555;12.093;881.648;+38.705322°;–86.801847°
IN;18103;Miami;36,903;968.247;9.185;977.431;+40.772881°;–86.044259°
IN;18105;Monroe;137,974;1,021.773;43.543;1,065.316;+39.160751°;–86.523325°
IN;18107;Montgomery;38,124;1,306.941;2.155;1,309.097;+40.040296°;–86.892715°
IN;18109;Morgan;68,894;1,046.275;14.137;1,060.411;+39.482646°;–86.447457°
IN;18111;Newton;14,244;1,040.550;4.350;1,044.900;+40.962399°;–87.402172°
IN;18113;Noble;47,536;1,064.078;17.068;1,081.146;+41.400794°;–85.417850°
IN;18115;Ohio;6,128;223.102;3.352;226.454;+38.940527°;–84.964299°
IN;18117;Orange;19,840;1,031.818;25.394;1,057.212;+38.547381°;–86.489257°
IN;18119;Owen;21,575;997.893;6.571;1,004.463;+39.317339°;–86.838845°
IN;18121;Parke;17,339;1,151.671;13.769;1,165.441;+39.774250°;–87.196950°
IN;18123;Perry;19,338;988.669;11.818;1,000.486;+38.081436°;–86.626540°
IN;18125;Pike;12,845;865.674;17.757;883.430;+38.397898°;–87.232532°
IN;18127;Porter;164,343;1,083.011;268.395;1,351.406;+41.509922°;–87.071308°
IN;18129;Posey;25,910;1,060.783;25.264;1,086.047;+38.027614°;–87.868653°
IN;18131;Pulaski;13,402;1,123.146;2.292;1,125.438;+41.045272°;–86.692538°
IN;18133;Putnam;37,963;1,244.562;5.605;1,250.167;+39.665545°;–86.853325°
IN;18135;Randolph;26,171;1,171.656;2.420;1,174.077;+40.164414°;–85.005004°
IN;18137;Ripley;28,818;1,156.237;4.238;1,160.474;+39.100230°;–85.260541°
IN;18139;Rush;17,392;1,057.035;0.872;1,057.908;+39.622312°;–85.466527°
IN;18141;St. Joseph;266,931;1,185.827;9.156;1,194.983;+41.617699°;–86.288159°
IN;18143;Scott;24,181;493.127;6.089;499.216;+38.679431°;–85.751898°
IN;18145;Shelby;44,436;1,064.866;4.168;1,069.034;+39.524135°;–85.792174°
IN;18147;Spencer;20,952;1,027.563;12.127;1,039.689;+38.009789°;–87.010645°
IN;18149;Starke;23,363;800.654;7.955;808.609;+41.283220°;–86.647570°
IN;18151;Steuben;34,185;800.149;35.034;835.183;+41.643437°;–85.002467°
IN;18153;Sullivan;21,475;1,158.092;18.063;1,176.155;+39.089225°;–87.415843°
IN;18155;Switzerland;10,613;571.436;7.267;578.704;+38.825846°;–85.029679°
IN;18157;Tippecanoe;172,780;1,294.492;8.903;1,303.394;+40.389260°;–86.893943°
IN;18159;Tipton;15,936;674.798;0.068;674.866;+40.310229°;–86.056207°
IN;18161;Union;7,516;417.568;10.239;427.807;+39.623111°;–84.925152°
IN;18163;Vanderburgh;179,703;604.698;7.393;612.091;+38.020070°;–87.586166°
IN;18165;Vermillion;16,212;665.312;7.905;673.217;+39.854045°;–87.462071°
IN;18167;Vigo;107,848;1,044.575;18.487;1,063.062;+39.429143°;–87.390375°
IN;18169;Wabash;32,888;1,068.200;22.122;1,090.322;+40.843717°;–85.795175°
IN;18171;Warren;8,508;944.521;4.466;948.987;+40.352658°;–87.375847°
IN;18173;Warrick;59,689;996.667;16.156;1,012.823;+38.097764°;–87.272023°
IN;18175;Washington;28,262;1,330.542;7.444;1,337.987;+38.600613°;–86.104751°
IN;18177;Wayne;68,917;1,040.503;6.737;1,047.239;+39.863091°;–85.006735°
IN;18179;Wells;27,636;953.341;5.596;958.938;+40.735273°;–85.212974°
IN;18181;White;24,643;1,308.267;9.206;1,317.473;+40.750950°;–86.864293°
IN;18183;Whitley;33,292;869.121;6.073;875.194;+41.136426°;–85.501892°
IA;19001;Adair;7,682;1,474.404;2.598;1,477.002;+41.328528°;–94.478164°
IA;19003;Adams;4,029;1,096.701;5.353;1,102.054;+41.021656°;–94.696906°
IA;19005;Allamakee;14,330;1,655.214;50.995;1,706.210;+43.274964°;–91.382751°
IA;19007;Appanoose;12,887;1,287.981;49.084;1,337.065;+40.744683°;–92.870345°
IA;19009;Audubon;6,119;1,147.264;1.152;1,148.417;+41.679178°;–94.904312°
IA;19011;Benton;26,076;1,855.117;5.761;1,860.878;+42.092547°;–92.057630°
IA;19013;Black Hawk;131,090;1,465.334;17.900;1,483.234;+42.472888°;–92.306059°
IA;19015;Boone;26,306;1,480.357;5.365;1,485.722;+42.038601°;–93.939138°
IA;19017;Bremer;24,276;1,127.880;10.172;1,138.052;+42.780890°;–92.327586°
IA;19019;Buchanan;20,958;1,478.935;5.428;1,484.363;+42.470328°;–91.838666°
IA;19021;Buena Vista;20,260;1,489.023;13.758;1,502.781;+42.741522°;–95.141433°
IA;19023;Butler;14,867;1,502.533;4.210;1,506.743;+42.734708°;–92.780066°
IA;19025;Calhoun;9,670;1,476.209;5.561;1,481.770;+42.386170°;–94.643683°
IA;19027;Carroll;20,816;1,474.835;2.145;1,476.980;+42.039492°;–94.867647°
IA;19029;Cass;13,956;1,461.451;1.759;1,463.210;+41.333824°;–94.933302°
IA;19031;Cedar;18,499;1,500.731;6.386;1,507.117;+41.772355°;–91.132190°
IA;19033;Cerro Gordo;44,151;1,471.923;17.627;1,489.550;+43.075171°;–93.251266°
IA;19035;Cherokee;12,072;1,494.180;0.423;1,494.604;+42.742738°;–95.633262°
IA;19037;Chickasaw;12,439;1,306.339;3.309;1,309.648;+43.059741°;–92.317210°
IA;19039;Clarke;9,286;1,116.716;1.525;1,118.241;+41.029191°;–93.784096°
IA;19041;Clay;16,667;1,469.139;13.867;1,483.006;+43.079822°;–95.149726°
IA;19043;Clayton;18,129;2,016.406;36.586;2,052.992;+42.840998°;–91.323511°
IA;19045;Clinton;49,116;1,799.821;39.524;1,839.345;+41.898073°;–90.534243°
IA;19047;Crawford;17,096;1,849.743;2.194;1,851.937;+42.043119°;–95.389090°
IA;19049;Dallas;66,135;1,524.071;8.421;1,532.492;+41.685321°;–94.040707°
IA;19051;Davis;8,753;1,300.662;6.904;1,307.566;+40.748089°;–92.410345°
IA;19053;Decatur;8,457;1,377.566;4.142;1,381.708;+40.736379°;–93.784580°
IA;19055;Delaware;17,764;1,496.381;3.082;1,499.464;+42.473003°;–91.359443°
IA;19057;Des Moines;40,325;1,077.755;35.294;1,113.049;+40.915339°;–91.186925°
IA;19059;Dickinson;16,667;985.764;60.491;1,046.255;+43.389611°;–95.196057°
IA;19061;Dubuque;93,653;1,575.502;21.569;1,597.071;+42.463481°;–90.878771°
IA;19063;Emmet;10,302;1,025.333;17.196;1,042.530;+43.377984°;–94.669370°
IA;19065;Fayette;20,880;1,892.791;1.334;1,894.125;+42.864450°;–91.839373°
IA;19067;Floyd;16,303;1,296.631;1.943;1,298.574;+43.052741°;–92.787367°
IA;19069;Franklin;10,680;1,507.301;1.429;1,508.730;+42.736549°;–93.271425°
IA;19071;Fremont;7,441;1,323.873;14.214;1,338.087;+40.743726°;–95.599516°
IA;19073;Greene;9,336;1,475.189;4.250;1,479.439;+42.042494°;–94.388703°
IA;19075;Grundy;12,453;1,299.806;0.094;1,299.900;+42.403323°;–92.790261°
IA;19077;Guthrie;10,954;1,529.699;6.356;1,536.055;+41.683573°;–94.501272°
IA;19079;Hamilton;15,673;1,493.778;1.965;1,495.743;+42.390768°;–93.709198°
IA;19081;Hancock;11,341;1,478.895;5.266;1,484.161;+43.075411°;–93.743697°
IA;19083;Hardin;17,534;1,474.499;1.774;1,476.273;+42.389955°;–93.241081°
IA;19085;Harrison;14,928;1,804.828;12.418;1,817.246;+41.688584°;–95.827149°
IA;19087;Henry;20,145;1,124.904;5.780;1,130.685;+40.985864°;–91.544270°
IA;19089;Howard;9,566;1,225.706;0.928;1,226.634;+43.365313°;–92.321908°
IA;19091;Humboldt;9,815;1,124.967;3.406;1,128.373;+42.782221°;–94.202775°
IA;19093;Ida;7,089;1,117.600;1.406;1,119.006;+42.391860°;–95.507421°
IA;19095;Iowa;16,355;1,518.916;2.687;1,521.603;+41.683918°;–92.059123°
IA;19097;Jackson;19,848;1,647.333;35.142;1,682.474;+42.164281°;–90.574597°
IA;19099;Jasper;36,842;1,891.779;6.566;1,898.345;+41.685686°;–93.052971°
IA;19101;Jefferson;16,843;1,127.965;3.538;1,131.503;+41.006880°;–91.967137°
IA;19103;Johnson;130,882;1,590.356;23.595;1,613.951;+41.668737°;–91.588812°
IA;19105;Jones;20,638;1,490.851;3.583;1,494.434;+42.125118°;–91.116914°
IA;19107;Keokuk;10,511;1,500.067;1.929;1,501.997;+41.331182°;–92.167721°
IA;19109;Kossuth;15,543;2,519.333;4.155;2,523.488;+43.212478°;–94.213983°
IA;19111;Lee;35,862;1,340.366;55.294;1,395.660;+40.647588°;–91.477157°
IA;19113;Linn;211,226;1,856.711;19.749;1,876.459;+42.077951°;–91.597674°
IA;19115;Louisa;11,387;1,040.570;40.798;1,081.368;+41.218211°;–91.256994°
IA;19117;Lucas;8,898;1,115.232;9.853;1,125.084;+41.033344°;–93.331467°
IA;19119;Lyon;11,581;1,522.007;0.334;1,522.342;+43.383580°;–96.207201°
IA;19121;Madison;15,679;1,452.999;2.984;1,455.983;+41.330622°;–94.015184°
IA;19123;Mahaska;22,381;1,478.528;6.565;1,485.092;+41.330797°;–92.636366°
IA;19125;Marion;33,309;1,436.237;41.375;1,477.612;+41.331455°;–93.093849°
IA;19127;Marshall;40,648;1,482.771;1.803;1,484.574;+42.041691°;–92.981452°
IA;19129;Mills;15,059;1,132.956;8.307;1,141.263;+41.033703°;–95.619101°
IA;19131;Mitchell;10,776;1,215.049;1.118;1,216.167;+43.348564°;–92.784466°
IA;19133;Monona;9,243;1,797.638;12.592;1,810.230;+42.049432°;–95.956566°
IA;19135;Monroe;7,970;1,123.317;1.523;1,124.840;+41.028847°;–92.869642°
IA;19137;Montgomery;10,740;1,098.406;2.410;1,100.816;+41.021735°;–95.157790°
IA;19139;Muscatine;42,745;1,133.040;30.199;1,163.239;+41.483776°;–91.118699°
IA;19141;O'Brien;14,398;1,484.154;0.447;1,484.602;+43.083746°;–95.625624°
IA;19143;Osceola;6,462;1,032.587;1.835;1,034.423;+43.378542°;–95.633788°
IA;19145;Page;15,932;1,385.494;1.359;1,386.854;+40.739090°;–95.144290°
IA;19147;Palo Alto;9,421;1,460.349;14.480;1,474.829;+43.075854°;–94.667297°
IA;19149;Plymouth;24,986;2,234.882;2.177;2,237.059;+42.737585°;–96.215864°
IA;19151;Pocahontas;7,310;1,495.047;3.667;1,498.714;+42.734033°;–94.678279°
IA;19153;Polk;430,640;1,486.121;45.946;1,532.067;+41.684281°;–93.569720°
IA;19155;Pottawattamie;93,158;2,461.214;22.926;2,484.140;+41.340184°;–95.544905°
IA;19157;Poweshiek;18,914;1,514.968;2.939;1,517.907;+41.684526°;–92.522882°
IA;19159;Ringgold;5,131;1,386.934;8.722;1,395.655;+40.735334°;–94.244251°
IA;19161;Sac;10,350;1,489.273;8.597;1,497.870;+42.387526°;–95.105224°
IA;19163;Scott;165,224;1,186.444;26.216;1,212.660;+41.641679°;–90.622290°
IA;19165;Shelby;12,167;1,530.110;1.486;1,531.597;+41.679014°;–95.308917°
IA;19167;Sioux;33,704;1,989.970;1.707;1,991.677;+43.082854°;–96.177929°
IA;19169;Story;89,542;1,483.593;2.152;1,485.745;+42.037538°;–93.466093°
IA;19171;Tama;17,767;1,867.411;2.769;1,870.181;+42.074848°;–92.529412°
IA;19173;Taylor;6,317;1,377.619;7.134;1,384.752;+40.737949°;–94.697108°
IA;19175;Union;12,534;1,097.236;5.576;1,102.812;+41.028550°;–94.245091°
IA;19177;Van Buren;7,570;1,255.598;14.840;1,270.438;+40.754117°;–91.952943°
IA;19179;Wapello;35,625;1,118.443;10.846;1,129.289;+41.031263°;–92.409482°
IA;19181;Warren;46,225;1,475.845;9.125;1,484.970;+41.336769°;–93.564366°
IA;19183;Washington;21,704;1,473.276;5.400;1,478.676;+41.329401°;–91.725052°
IA;19185;Wayne;6,403;1,360.875;4.441;1,365.316;+40.739983°;–93.332613°
IA;19187;Webster;38,013;1,853.444;7.278;1,860.721;+42.434397°;–94.179157°
IA;19189;Winnebago;10,866;1,037.262;3.182;1,040.444;+43.378124°;–93.743488°
IA;19191;Winneshiek;21,056;1,786.750;0.699;1,787.449;+43.292989°;–91.850788°
IA;19193;Woodbury;102,172;2,260.630;12.793;2,273.423;+42.393220°;–96.053296°
IA;19195;Worth;7,598;1,036.315;4.709;1,041.024;+43.373491°;–93.248533°
IA;19197;Wright;13,229;1,503.287;4.704;1,507.991;+42.733007°;–93.734735°
KS;20001;Allen;13,371;1,295.779;13.007;1,308.786;+37.884229°;–95.300945°
KS;20003;Anderson;8,102;1,501.276;10.587;1,511.863;+38.215114°;–95.292046°
KS;20005;Atchison;16,924;1,116.730;6.858;1,123.587;+39.532544°;–95.313398°
KS;20007;Barber;4,861;2,937.236;5.420;2,942.656;+37.222906°;–98.685052°
KS;20009;Barton;27,674;2,319.075;13.557;2,332.632;+38.481239°;–98.767837°
KS;20011;Bourbon;15,173;1,645.862;9.378;1,655.239;+37.856100°;–94.850928°
KS;20013;Brown;9,984;1,478.552;3.196;1,481.748;+39.825931°;–95.569905°
KS;20015;Butler;65,880;3,703.329;43.160;3,746.490;+37.773681°;–96.838762°
KS;20017;Chase;2,790;2,002.217;12.088;2,014.305;+38.298553°;–96.594064°
KS;20019;Chautauqua;3,669;1,654.693;15.244;1,669.937;+37.154259°;–96.245396°
KS;20021;Cherokee;21,603;1,521.794;8.949;1,530.742;+37.169392°;–94.845698°
KS;20023;Cheyenne;2,726;2,641.496;2.738;2,644.234;+39.789256°;–101.727302°
KS;20025;Clark;2,215;2,524.286;6.605;2,530.891;+37.233831°;–99.813869°
KS;20027;Clay;8,535;1,671.322;26.674;1,697.996;+39.344964°;–97.168853°
