State; FIPS; County; pop; landAreakm2; waterAreakm2; totalAreakm2; lat; long
KS;20029;Cloud;9,533;1,852.727;6.860;1,859.586;+39.487329°;–97.641390°
KS;20031;Coffey;8,601;1,623.784;70.311;1,694.095;+38.236450°;–95.729137°
KS;20033;Comanche;1,891;2,041.681;3.604;2,045.286;+37.189071°;–99.254089°
KS;20035;Cowley;36,311;2,915.680;17.291;2,932.971;+37.234507°;–96.837247°
KS;20037;Crawford;39,134;1,527.462;13.611;1,541.073;+37.505628°;–94.853941°
KS;20039;Decatur;2,961;2,314.199;1.632;2,315.831;+39.783542°;–100.459708°
KS;20041;Dickinson;19,754;2,193.907;12.635;2,206.541;+38.867735°;–97.157943°
KS;20043;Doniphan;7,945;1,018.915;12.615;1,031.530;+39.788502°;–95.147225°
KS;20045;Douglas;110,826;1,180.700;48.603;1,229.303;+38.896573°;–95.290529°
KS;20047;Edwards;3,037;1,610.697;0.209;1,610.906;+37.883595°;–99.304746°
KS;20049;Elk;2,882;1,668.638;16.061;1,684.699;+37.456026°;–96.244642°
KS;20051;Ellis;28,452;2,330.762;1.197;2,331.960;+38.914596°;–99.317329°
KS;20053;Ellsworth;6,497;1,854.035;19.270;1,873.305;+38.700845°;–98.205355°
KS;20055;Finney;36,776;3,372.080;1.826;3,373.905;+38.049855°;–100.739929°
KS;20057;Ford;33,848;2,844.508;2.097;2,846.606;+37.688365°;–99.884734°
KS;20059;Franklin;25,992;1,480.840;13.936;1,494.776;+38.558019°;–95.278962°
KS;20061;Geary;34,362;996.157;51.455;1,047.612;+39.002155°;–96.768038°
KS;20063;Gove;2,695;2,775.599;0.245;2,775.844;+38.917239°;–100.487360°
KS;20065;Graham;2,597;2,327.161;0.599;2,327.760;+39.349445°;–99.880952°
KS;20067;Grant;7,829;1,488.725;0.892;1,489.617;+37.547537°;–101.299362°
KS;20069;Gray;6,006;2,250.356;1.113;2,251.470;+37.744513°;–100.451716°
KS;20071;Greeley;1,247;2,016.177;-;2,016.177;+38.480408°;–101.805984°
KS;20073;Greenwood;6,689;2,961.133;24.156;2,985.288;+37.878659°;–96.242232°
KS;20075;Hamilton;2,690;2,580.943;2.905;2,583.847;+37.995244°;–101.793689°
KS;20077;Harper;6,034;2,075.276;3.913;2,079.190;+37.188184°;–98.066590°
KS;20079;Harvey;34,684;1,397.957;2.508;1,400.465;+38.050144°;–97.436707°
KS;20081;Haskell;4,256;1,495.773;0.910;1,496.683;+37.558550°;–100.876869°
KS;20083;Hodgeman;1,916;2,227.369;0.826;2,228.196;+38.087493°;–99.898407°
KS;20085;Jackson;13,462;1,699.594;4.666;1,704.261;+39.410989°;–95.794509°
KS;20087;Jefferson;19,126;1,379.360;62.427;1,441.787;+39.239644°;–95.375314°
KS;20089;Jewell;3,077;2,356.322;11.860;2,368.182;+39.777010°;–98.222584°
KS;20091;Johnson;544,179;1,226.034;16.891;1,242.925;+38.883907°;–94.822330°
KS;20093;Kearny;3,977;2,254.697;1.134;2,255.831;+37.994461°;–101.308136°
KS;20095;Kingman;7,858;2,236.099;8.536;2,244.636;+37.552951°;–98.144529°
KS;20097;Kiowa;2,553;1,871.627;0.597;1,872.224;+37.561231°;–99.286539°
KS;20099;Labette;21,607;1,671.305;20.261;1,691.567;+37.191468°;–95.297473°
KS;20101;Lane;1,750;1,858.200;0.551;1,858.751;+38.481286°;–100.466185°
KS;20103;Leavenworth;76,227;1,198.727;15.906;1,214.632;+39.189511°;–95.038977°
KS;20105;Lincoln;3,241;1,863.227;2.748;1,865.975;+39.047276°;–98.214265°
KS;20107;Linn;9,656;1,538.605;31.951;1,570.556;+38.216549°;–94.844932°
KS;20109;Logan;2,756;2,779.042;0.275;2,779.317;+38.913270°;–101.157407°
KS;20111;Lyon;33,690;2,194.948;20.572;2,215.520;+38.455498°;–96.161589°
KS;20113;McPherson;29,180;2,326.520;6.030;2,332.550;+38.395812°;–97.647489°
KS;20115;Marion;12,660;2,445.701;24.449;2,470.150;+38.359647°;–97.102771°
KS;20117;Marshall;10,117;2,331.463;12.754;2,344.217;+39.782709°;–96.521243°
KS;20119;Meade;4,575;2,533.235;3.258;2,536.493;+37.243886°;–100.360094°
KS;20121;Miami;32,787;1,490.956;37.800;1,528.755;+38.566772°;–94.832963°
KS;20123;Mitchell;6,373;1,817.633;44.980;1,862.613;+39.393026°;–98.207362°
KS;20125;Montgomery;35,471;1,666.728;20.602;1,687.330;+37.189537°;–95.742403°
KS;20127;Morris;5,923;1,800.764;19.711;1,820.475;+38.687696°;–96.644905°
KS;20129;Morton;3,233;1,889.993;0.508;1,890.501;+37.185250°;–101.809516°
KS;20131;Nemaha;10,178;1,858.126;5.208;1,863.334;+39.791043°;–96.005381°
KS;20133;Neosho;16,512;1,480.106;16.374;1,496.481;+37.564283°;–95.315683°
KS;20135;Ness;3,107;2,783.591;0.667;2,784.258;+38.480437°;–99.908745°
KS;20137;Norton;5,671;2,274.357;8.195;2,282.552;+39.783867°;–99.899235°
KS;20139;Osage;16,295;1,827.284;37.107;1,864.391;+38.649706°;–95.727275°
KS;20141;Osborne;3,858;2,311.574;4.806;2,316.380;+39.348649°;–98.767876°
KS;20143;Ottawa;6,091;1,866.689;1.561;1,868.251;+39.137963°;–97.654803°
KS;20145;Pawnee;6,973;1,953.532;0.992;1,954.524;+38.182873°;–99.232154°
KS;20147;Phillips;5,642;2,294.410;22.493;2,316.904;+39.784506°;–99.342150°
KS;20149;Pottawatomie;21,604;2,178.236;54.103;2,232.339;+39.382187°;–96.337113°
KS;20151;Pratt;9,656;1,903.757;1.754;1,905.511;+37.647594°;–98.740120°
KS;20153;Rawlins;2,519;2,769.776;0.416;2,770.191;+39.786198°;–101.076738°
KS;20155;Reno;64,511;3,251.332;43.417;3,294.750;+37.948185°;–98.078346°
KS;20157;Republic;4,980;1,857.982;7.967;1,865.949;+39.828910°;–97.650921°
KS;20159;Rice;10,083;1,880.945;4.470;1,885.415;+38.347178°;–98.201415°
KS;20161;Riley;71,115;1,579.300;31.558;1,610.859;+39.291211°;–96.727489°
KS;20163;Rooks;5,181;2,306.470;11.962;2,318.432;+39.346006°;–99.324492°
KS;20165;Rush;3,307;1,858.998;0.545;1,859.542;+38.523592°;–99.309183°
KS;20167;Russell;6,970;2,295.403;34.127;2,329.529;+38.916839°;–98.765638°
KS;20169;Saline;55,606;1,865.374;2.810;1,868.183;+38.786327°;–97.650153°
KS;20171;Scott;4,936;1,858.430;0.306;1,858.736;+38.481877°;–100.906360°
KS;20173;Sedgwick;498,365;2,583.544;30.067;2,613.611;+37.683807°;–97.459451°
KS;20175;Seward;22,952;1,656.291;2.563;1,658.853;+37.180585°;–100.854741°
KS;20177;Shawnee;177,934;1,408.996;30.330;1,439.326;+39.041805°;–95.755664°
KS;20179;Sheridan;2,556;2,320.518;0.647;2,321.166;+39.350543°;–100.441206°
KS;20181;Sherman;6,010;2,735.199;0.548;2,735.748;+39.351352°;–101.719859°
KS;20183;Smith;3,853;2,319.243;3.884;2,323.128;+39.784660°;–98.785430°
KS;20185;Stafford;4,437;2,051.390;7.435;2,058.825;+38.035630°;–98.719889°
KS;20187;Stanton;2,235;1,762.086;0.180;1,762.266;+37.565932°;–101.789383°
KS;20189;Stevens;5,724;1,883.679;0.465;1,884.144;+37.202356°;–101.315796°
KS;20191;Sumner;24,132;3,061.212;7.806;3,069.019;+37.236663°;–97.493349°
KS;20193;Thomas;7,900;2,783.425;0.288;2,783.714;+39.357706°;–101.083439°
KS;20195;Trego;3,001;2,303.737;26.282;2,330.019;+38.921302°;–99.865423°
KS;20197;Wabaunsee;7,053;2,057.232;13.775;2,071.007;+38.955154°;–96.201262°
KS;20199;Wallace;1,485;2,366.348;0.141;2,366.489;+38.926626°;–101.771103°
KS;20201;Washington;5,799;2,317.406;10.140;2,327.546;+39.776714°;–97.095611°
KS;20203;Wichita;2,234;1,861.082;0.062;1,861.144;+38.481922°;–101.347434°
KS;20205;Wilson;9,409;1,477.377;12.057;1,489.434;+37.558515°;–95.745175°
KS;20207;Woodson;3,309;1,289.347;19.252;1,308.599;+37.888484°;–95.757553°
KS;20209;Wyandotte;157,505;392.642;11.895;404.538;+39.115384°;–94.763087°
KY;21001;Adair;18,656;1,049.677;18.432;1,068.109;+37.105541°;–85.281401°
KY;21003;Allen;19,956;891.830;19.493;911.323;+36.750770°;–86.192458°
KY;21005;Anderson;21,421;522.742;6.315;529.057;+38.005396°;–84.986417°
KY;21007;Ballard;8,249;638.844;70.009;708.853;+37.051120°;–89.009178°
KY;21009;Barren;42,173;1,262.725;32.267;1,294.992;+36.963614°;–85.924990°
KY;21011;Bath;11,591;722.068;13.500;735.568;+38.152249°;–83.737641°
KY;21013;Bell;28,691;929.807;5.481;935.288;+36.722680°;–83.681046°
KY;21015;Boone;118,811;638.067;26.172;664.239;+38.974595°;–84.731444°
KY;21017;Bourbon;19,985;750.370;4.851;755.220;+38.202562°;–84.209860°
KY;21019;Boyd;49,542;414.046;5.589;419.635;+38.360004°;–82.681406°
KY;21021;Boyle;28,432;466.635;6.458;473.093;+37.618200°;–84.873016°
KY;21023;Bracken;8,488;532.533;8.637;541.170;+38.678523°;–84.100355°
KY;21025;Breathitt;13,878;1,275.344;7.392;1,282.737;+37.521178°;–83.322401°
KY;21027;Breckinridge;20,059;1,468.969;47.782;1,516.751;+37.778109°;–86.432829°
KY;21029;Bullitt;74,319;769.288;8.394;777.682;+37.969572°;–85.703036°
KY;21031;Butler;12,690;1,103.562;13.948;1,117.511;+37.207013°;–86.682471°
KY;21033;Caldwell;12,984;893.005;8.703;901.707;+37.148643°;–87.870510°
KY;21035;Calloway;37,191;997.201;66.498;1,063.699;+36.620978°;–88.274086°
KY;21037;Campbell;90,336;391.887;21.010;412.897;+38.946981°;–84.379583°
KY;21039;Carlisle;5,104;490.632;24.723;515.355;+36.857726°;–88.975757°
KY;21041;Carroll;10,811;332.993;22.651;355.644;+38.668284°;–85.124083°
KY;21043;Carter;27,720;1,060.590;6.801;1,067.391;+38.309555°;–83.048821°
KY;21045;Casey;15,955;1,150.550;3.901;1,154.451;+37.321962°;–84.928220°
KY;21047;Christian;73,955;1,858.324;16.936;1,875.261;+36.893388°;–87.493554°
KY;21049;Clark;35,613;653.877;6.974;660.851;+37.970133°;–84.144974°
KY;21051;Clay;21,730;1,215.345;4.763;1,220.108;+37.164466°;–83.710763°
KY;21053;Clinton;10,272;510.864;21.164;532.028;+36.729124°;–85.153499°
KY;21055;Crittenden;9,315;932.271;28.979;961.250;+37.358149°;–88.105010°
KY;21057;Cumberland;6,856;790.417;14.830;805.247;+36.784227°;–85.393499°
KY;21059;Daviess;96,656;1,187.111;47.211;1,234.322;+37.731671°;–87.087139°
KY;21061;Edmonson;12,161;784.464;13.262;797.726;+37.227856°;–86.217778°
KY;21063;Elliott;7,852;606.874;2.611;609.484;+38.116425°;–83.097541°
KY;21065;Estill;14,672;655.469;6.558;662.027;+37.692460°;–83.963927°
KY;21067;Fayette;295,803;734.649;4.923;739.571;+38.040157°;–84.458443°
KY;21069;Fleming;14,348;902.720;7.185;909.905;+38.368431°;–83.706152°
KY;21071;Floyd;39,451;1,018.758;6.114;1,024.872;+37.558283°;–82.740337°
KY;21073;Franklin;49,285;538.061;11.037;549.099;+38.234919°;–84.868786°
KY;21075;Fulton;6,813;532.252;65.047;597.299;+36.552620°;–89.187723°
KY;21077;Gallatin;8,589;262.195;9.023;271.218;+38.760184°;–84.862114°
KY;21079;Garrard;16,912;595.897;10.019;605.916;+37.630162°;–84.545856°
KY;21081;Grant;24,662;668.125;7.255;675.380;+38.649210°;–84.625946°
KY;21083;Graves;37,121;1,429.007;13.067;1,442.074;+36.723344°;–88.649897°
KY;21085;Grayson;25,746;1,286.442;37.122;1,323.563;+37.458577°;–86.344011°
KY;21087;Green;11,258;740.825;7.136;747.961;+37.269637°;–85.561403°
KY;21089;Greenup;36,910;891.983;26.036;918.020;+38.563596°;–82.933833°
KY;21091;Hancock;8,565;486.017;29.096;515.114;+37.843389°;–86.792773°
KY;21093;Hardin;105,543;1,614.282;17.763;1,632.045;+37.695836°;–85.963183°
KY;21095;Harlan;29,278;1,206.488;6.016;1,212.504;+36.859223°;–83.221497°
KY;21097;Harrison;18,846;793.479;9.059;802.538;+38.443489°;–84.332796°
KY;21099;Hart;18,199;1,067.297;14.929;1,082.227;+37.313856°;–85.881995°
KY;21101;Henderson;46,250;1,130.968;76.691;1,207.659;+37.792542°;–87.572577°
KY;21103;Henry;15,416;741.450;12.553;754.003;+38.451561°;–85.120079°
KY;21105;Hickman;4,902;627.488;27.882;655.370;+36.675916°;–88.972020°
KY;21107;Hopkins;46,920;1,403.761;32.168;1,435.929;+37.311070°;–87.542196°
KY;21109;Jackson;13,494;894.065;3.398;897.463;+37.403320°;–84.020686°
KY;21111;Jefferson;741,096;985.274;44.719;1,029.993;+38.189533°;–85.657624°
KY;21113;Jessamine;48,586;445.777;6.176;451.954;+37.873291°;–84.583960°
KY;21115;Johnson;23,356;678.456;5.651;684.107;+37.849260°;–82.830639°
KY;21117;Kenton;159,720;415.045;10.611;425.656;+38.930477°;–84.533492°
KY;21119;Knott;16,346;910.427;3.454;913.881;+37.354703°;–82.949138°
KY;21121;Knox;31,883;1,000.505;3.758;1,004.263;+36.887476°;–83.855630°
KY;21123;Larue;14,193;677.332;5.463;682.794;+37.545518°;–85.697209°
KY;21125;Laurel;58,849;1,123.933;25.232;1,149.164;+37.113268°;–84.119395°
KY;21127;Lawrence;15,860;1,076.387;11.585;1,087.971;+38.074459°;–82.738305°
KY;21129;Lee;7,887;540.938;6.215;547.153;+37.605383°;–83.718497°
KY;21131;Leslie;11,310;1,038.182;9.331;1,047.513;+37.087846°;–83.388616°
KY;21133;Letcher;24,519;875.193;2.899;878.091;+37.118503°;–82.861175°
KY;21135;Lewis;13,870;1,250.540;32.493;1,283.033;+38.532051°;–83.373303°
KY;21137;Lincoln;24,742;865.301;6.426;871.727;+37.457257°;–84.658074°
KY;21139;Livingston;9,519;810.996;75.645;886.640;+37.209517°;–88.363426°
KY;21141;Logan;26,835;1,430.014;12.690;1,442.703;+36.859829°;–86.881436°
KY;21143;Lyon;8,314;553.843;110.563;664.406;+37.023976°;–88.083391°
KY;21145;McCracken;65,565;644.243;50.315;694.558;+37.053688°;–88.712378°
KY;21147;McCreary;18,306;1,105.415;10.733;1,116.147;+36.731136°;–84.491052°
KY;21149;McLean;9,531;653.905;9.736;663.641;+37.530575°;–87.262931°
KY;21151;Madison;82,916;1,132.583;15.447;1,148.030;+37.723528°;–84.277008°
KY;21153;Magoffin;13,333;798.866;1.848;800.714;+37.698954°;–83.069716°
KY;21155;Marion;19,820;888.387;9.971;898.359;+37.552247°;–85.269242°
KY;21157;Marshall;31,448;780.241;100.797;881.038;+36.882017°;–88.332752°
KY;21159;Martin;12,929;594.674;2.574;597.248;+37.796774°;–82.506623°
KY;21161;Mason;17,490;621.927;16.278;638.206;+38.594068°;–83.828052°
KY;21163;Meade;28,602;791.043;49.415;840.458;+37.967476°;–86.200863°
KY;21165;Menifee;6,306;527.282;6.085;533.367;+37.950715°;–83.597345°
KY;21167;Mercer;21,331;644.382;11.692;656.074;+37.812085°;–84.879695°
KY;21169;Metcalfe;10,099;750.178;4.000;754.178;+36.990394°;–85.629554°
KY;21171;Monroe;10,963;853.073;6.949;860.023;+36.714077°;–85.713508°
KY;21173;Montgomery;26,499;511.175;3.862;515.037;+38.038138°;–83.912338°
KY;21175;Morgan;13,923;987.114;6.892;994.006;+37.922940°;–83.258944°
KY;21177;Muhlenberg;31,499;1,209.729;31.912;1,241.641;+37.213816°;–87.134092°
KY;21179;Nelson;43,437;1,081.352;17.000;1,098.352;+37.803188°;–85.465955°
KY;21181;Nicholas;7,135;505.490;4.307;509.796;+38.337132°;–84.025554°
KY;21183;Ohio;23,842;1,521.032;23.188;1,544.221;+37.477859°;–86.844871°
KY;21185;Oldham;60,316;484.893;23.870;508.763;+38.400046°;–85.456059°
KY;21187;Owen;10,841;909.352;8.143;917.495;+38.499603°;–84.841509°
KY;21189;Owsley;4,755;511.283;2.286;513.569;+37.423452°;–83.691566°
KY;21191;Pendleton;14,877;717.833;12.331;730.164;+38.690765°;–84.354041°
KY;21193;Perry;28,712;879.741;7.613;887.354;+37.241282°;–83.217772°
KY;21195;Pike;65,024;2,037.888;4.757;2,042.644;+37.482067°;–82.402869°
KY;21197;Powell;12,613;463.555;2.958;466.513;+37.810379°;–83.826985°
KY;21199;Pulaski;63,063;1,705.268;48.553;1,753.821;+37.108312°;–84.579986°
KY;21201;Robertson;2,282;258.768;0.485;259.253;+38.513826°;–84.063757°
KY;21203;Rockcastle;17,056;819.847;4.018;823.865;+37.361220°;–84.314419°
KY;21205;Rowan;23,333;724.666;16.759;741.426;+38.205894°;–83.425969°
KY;21207;Russell;17,565;656.969;75.675;732.644;+36.989127°;–85.058976°
KY;21209;Scott;47,173;729.770;9.498;739.268;+38.289882°;–84.579376°
KY;21211;Shelby;42,074;983.254;15.631;998.885;+38.239426°;–85.228360°
KY;21213;Simpson;17,327;606.585;5.857;612.443;+36.740863°;–86.581464°
KY;21215;Spencer;17,061;483.492;12.898;496.391;+38.026976°;–85.321525°
KY;21217;Taylor;24,512;689.784;27.170;716.954;+37.365106°;–85.326698°
KY;21219;Todd;12,460;969.941;6.631;976.572;+36.840338°;–87.183642°
KY;21221;Trigg;14,339;1,143.307;103.331;1,246.638;+36.807681°;–87.858652°
KY;21223;Trimble;8,809;392.766;11.834;404.600;+38.618193°;–85.355171°
KY;21225;Union;15,007;887.974;53.168;941.142;+37.658029°;–87.951650°
KY;21227;Warren;113,792;1,402.738;15.447;1,418.185;+36.995634°;–86.423579°
KY;21229;Washington;11,717;769.916;10.192;780.108;+37.754209°;–85.175416°
KY;21231;Wayne;20,813;1,186.656;67.316;1,253.972;+36.802011°;–84.830440°
KY;21233;Webster;13,621;859.728;9.615;869.343;+37.520021°;–87.685095°
KY;21235;Whitley;35,637;1,133.974;18.878;1,152.851;+36.758021°;–84.144550°
KY;21237;Wolfe;7,355;575.419;1.505;576.925;+37.743774°;–83.495068°
KY;21239;Woodford;24,939;488.948;8.423;497.371;+38.042789°;–84.748147°
LA;22001;Acadia;61,773;1,696.751;6.049;1,702.799;+30.291497°;–92.411037°
LA;22003;Allen;25,764;1,973.175;10.637;1,983.811;+30.652744°;–92.819605°
LA;22005;Ascension;107,215;751.047;33.165;784.212;+30.202946°;–90.910023°
LA;22007;Assumption;23,421;877.121;67.009;944.130;+29.899884°;–91.050528°
LA;22009;Avoyelles;42,073;2,155.994;86.273;2,242.268;+31.085094°;–91.993798°
LA;22011;Beauregard;35,654;2,997.502;21.999;3,019.501;+30.645018°;–93.340253°
LA;22013;Bienville;14,353;2,101.175;27.978;2,129.153;+32.344268°;–93.061513°
LA;22015;Bossier;116,979;2,175.738;70.351;2,246.089;+32.696202°;–93.617977°
LA;22017;Caddo;254,969;2,275.405;150.957;2,426.362;+32.577195°;–93.882423°
LA;22019;Calcasieu;192,768;2,754.864;79.292;2,834.157;+30.229559°;–93.358015°
LA;22021;Caldwell;10,132;1,371.204;29.277;1,400.481;+32.101244°;–92.114180°
LA;22023;Cameron;6,839;3,327.842;1,688.108;5,015.950;+29.871989°;–93.165437°
LA;22025;Catahoula;10,407;1,833.789;81.301;1,915.091;+31.666517°;–91.846703°
LA;22027;Claiborne;17,195;1,955.126;32.473;1,987.599;+32.827585°;–92.991125°
LA;22029;Concordia;20,822;1,805.014;130.488;1,935.502;+31.469806°;–91.626314°
LA;22031;De Soto;26,656;2,267.739;49.234;2,316.973;+32.059248°;–93.740797°
LA;22033;East Baton Rouge;440,171;1,179.412;38.491;1,217.903;+30.544002°;–91.093174°
LA;22035;East Carroll;7,759;1,089.619;56.274;1,145.893;+32.730170°;–91.234141°
LA;22037;East Feliciana;20,267;1,174.326;6.133;1,180.459;+30.839784°;–91.043434°
LA;22039;Evangeline;33,984;1,715.550;44.668;1,760.218;+30.720693°;–92.404086°
LA;22041;Franklin;20,767;1,617.668;28.108;1,645.776;+32.138279°;–91.672101°
LA;22043;Grant;22,309;1,665.429;56.015;1,721.444;+31.597787°;–92.561716°
LA;22045;Iberia;73,240;1,486.940;1,182.115;2,669.056;+29.606013°;–91.842706°
LA;22047;Iberville;33,387;1,602.236;88.658;1,690.895;+30.288394°;–91.363150°
LA;22049;Jackson;16,274;1,474.178;28.733;1,502.911;+32.304480°;–92.556672°
LA;22051;Jefferson;432,552;765.683;957.755;1,723.437;+29.503300°;–90.036231°
LA;22053;Jefferson Davis;31,594;1,686.932;18.718;1,705.650;+30.269529°;–92.816221°
LA;22055;Lafayette;221,578;695.980;1.267;697.247;+30.206507°;–92.064170°
LA;22057;Lafourche;96,318;2,766.662;1,051.775;3,818.438;+29.491993°;–90.394849°
LA;22059;La Salle;14,890;1,617.923;97.668;1,715.591;+31.680836°;–92.161809°
LA;22061;Lincoln;46,735;1,221.806;1.898;1,223.704;+32.601148°;–92.662082°
LA;22063;Livingston;128,026;1,678.749;141.614;1,820.363;+30.440419°;–90.727474°
LA;22065;Madison;12,093;1,617.283;68.539;1,685.822;+32.365824°;–91.240729°
LA;22067;Morehouse;27,979;2,058.870;28.879;2,087.749;+32.820008°;–91.800399°
LA;22069;Natchitoches;39,566;3,243.312;121.064;3,364.376;+31.734982°;–93.086106°
LA;22071;Orleans;343,829;438.803;468.240;907.044;+30.068636°;–89.939007°
LA;22073;Ouachita;153,720;1,580.945;55.282;1,636.226;+32.477495°;–92.154798°
LA;22075;Plaquemines;23,042;2,019.961;4,629.053;6,649.014;+29.402337°;–89.298489°
LA;22077;Pointe Coupee;22,802;1,443.520;86.418;1,529.938;+30.708319°;–91.604621°
LA;22079;Rapides;131,613;3,413.506;113.170;3,526.676;+31.193204°;–92.535953°
LA;22081;Red River;9,091;1,007.739;34.328;1,042.066;+32.101213°;–93.349050°
LA;22083;Richland;20,725;1,447.915;14.174;1,462.089;+32.418121°;–91.758375°
LA;22085;Sabine;24,233;2,244.637;375.446;2,620.082;+31.560209°;–93.559228°
LA;22087;St. Bernard;35,897;977.764;4,611.616;5,589.381;+29.918110°;–89.263494°
LA;22089;St. Charles;52,780;722.821;340.703;1,063.524;+29.913833°;–90.359314°
LA;22091;St. Helena;11,203;1,057.758;2.811;1,060.569;+30.821423°;–90.709350°
LA;22093;St. James;22,102;625.578;42.532;668.110;+30.024820°;–90.793956°
LA;22095;St. John the Baptist;45,924;551.852;348.525;900.376;+30.117471°;–90.504677°
LA;22097;St. Landry;83,384;2,392.837;39.115;2,431.952;+30.583441°;–91.989275°
LA;22099;St. Martin;52,160;1,910.498;204.201;2,114.699;+30.121433°;–91.611481°
LA;22101;St. Mary;54,650;1,438.425;1,460.867;2,899.292;+29.629349°;–91.463804°
LA;22103;St. Tammany;233,740;2,189.967;721.668;2,911.635;+30.410022°;–89.951962°
LA;22105;Tangipahoa;121,097;2,049.392;82.863;2,132.255;+30.621581°;–90.406633°
LA;22107;Tensas;5,252;1,561.205;99.471;1,660.676;+32.001489°;–91.342576°
LA;22109;Terrebonne;111,860;3,190.386;2,202.157;5,392.543;+29.333266°;–90.844191°
