date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-03-24,14,6,0.0,10.2,3,3,0,07:35 AM,07:45 PM,07:05 AM,07:25 PM,3,8,10,8,12,40,65,0.0,1020,14,10,342,9
2020-03-25,8,0,0.0,6.1,2,2,3,07:59 AM,08:41 PM,07:03 AM,07:26 PM,5,4,7,4,17,96,83,5.0,1016,8,8,62,13
2020-03-26,16,6,0.0,11.6,4,4,11,08:24 AM,09:39 PM,07:01 AM,07:27 PM,4,10,11,10,13,20,66,0.0,1016,16,10,202,10
2020-03-27,18,11,0.0,8.9,4,4,18,08:50 AM,10:37 PM,07:00 AM,07:28 PM,9,14,15,14,10,78,72,1.7,1012,18,10,236,8
2020-03-28,16,11,0.0,6.4,3,3,25,09:20 AM,11:37 PM,06:58 AM,07:29 PM,11,13,13,13,16,94,88,13.3,1015,16,8,136,11
2020-03-29,27,12,0.0,7.7,4,4,32,09:53 AM,No moonset,06:57 AM,07:30 PM,11,18,19,18,12,73,72,1.8,1011,27,10,181,8
2020-03-30,20,12,0.0,11.6,5,5,40,10:32 AM,12:37 AM,06:55 AM,07:31 PM,4,14,15,14,22,28,52,0.0,1014,20,10,284,17
2020-03-31,13,6,0.0,6.4,3,3,44,11:18 AM,01:37 AM,06:53 AM,07:32 PM,3,8,10,8,16,87,65,2.1,1013,13,10,69,13
2020-04-01,12,5,0.0,6.4,2,2,56,12:11 PM,02:34 AM,06:52 AM,07:33 PM,2,6,8,6,16,91,66,3.4,1010,12,10,230,13
2020-04-02,11,5,0.0,9.0,2,2,64,01:13 PM,03:28 AM,06:50 AM,07:34 PM,-1,5,8,5,29,43,53,0.1,1013,11,10,322,22
2020-04-03,14,7,0.0,9.0,3,3,71,02:20 PM,04:16 AM,06:49 AM,07:35 PM,2,8,10,8,32,43,57,0.1,1011,14,10,331,24
2020-04-04,14,8,0.0,7.7,3,3,79,03:33 PM,04:59 AM,06:47 AM,07:35 PM,5,9,10,9,10,80,71,0.3,1017,14,10,18,8
